c1		c2		c1parents		c2parents		conf		match		info		alt_c1		alt_c2		ignored_c1		ignored_c2	
obo:ENVO_01000654	undersea trough	wd:Q55193679	undersea trough	obo:ENVO_00000499	trough	wd:Q1068705|wd:Q55182671	trough|undersea landform	high		undersea trough		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000655	explosive eruption	wd:Q1321886	explosive eruption	obo:ENVO_01000634	volcanic eruption	wd:Q7692360	volcanic eruption	high		explosive eruption		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000656	effusive eruption	wd:Q1296340	effusive eruption	obo:ENVO_01000634	volcanic eruption	wd:Q7692360	volcanic eruption	high		effusive eruption		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000660	tephra	wd:Q209245	tephra	obo:ENVO_00010483	environmental material	wd:Q11566872	pyroclastic material	high		tephra		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000661	tuff	wd:Q484924	tuff	obo:ENVO_00001995	rock	wd:Q108689	volcanic rock	high		tuff		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000662	scoria	wd:Q6642389	Scoria	obo:ENVO_00001995	rock	wd:Q108689	volcanic rock	high		scoria		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000663	pumice	wd:Q180044	pumice	obo:ENVO_00001995	rock	wd:Q108689	volcanic rock	high		pumice		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000671	dike	wd:Q662806	dike	obo:ENVO_01000525	rock intrusion	wd:Q29025902|wd:Q61041319|wd:Q631305	volcanic landform|intrusion|rock formation	high		dike		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000679	megathrust earthquake	wd:Q727990	megathrust earthquake	obo:ENVO_01000678	tectonic earthquake	wd:Q7944	earthquake	high		megathrust earthquake		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000687	coast	wd:Q93352	coast	obo:ENVO_01000408	environmental zone	wd:Q468756	shore	high		coast		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000689	tsunami	wd:Q8070	tsunami	obo:ENVO_01000981	mass liquid flow	wd:Q582695|wd:Q8065	displacement|natural disaster	high		tsunami		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000690	mass wasting	wd:Q1567542	mass wasting	obo:ENVO_03000010	material transport process	wd:Q79782	motion	high		mass wasting		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000691	avalanche	wd:Q7935	avalanche	obo:ENVO_01000696	mass wasting flow	wd:Q3574985	slide	high		avalanche		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000695	mudslide	wd:Q175768	mudslide	obo:ENVO_01000690	mass wasting	wd:Q167903	landslide	high		mudslide		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000699	lahar	wd:Q47212	lahar	obo:ENVO_01000697	mudflow	wd:Q175768|wd:Q29436423	mudslide|volcanic phenomenon	high		lahar		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000700	sturzstrom	wd:Q358275	sturzstrom	obo:ENVO_01000692	landslide process	wd:Q167903	landslide	high		sturzstrom		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000701	volcanic ash	wd:Q107099	volcanic ash	obo:ENVO_00010483	environmental material	wd:Q152079	ash	high		volcanic ash		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000706	soil erosion	wd:Q889503	soil erosion	obo:ENVO_02500028	planetary erosion	wd:Q2045071|wd:Q80026	Soil retrogression and degradation|erosion	high		soil erosion		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000714	storm surge	wd:Q121742	storm surge	obo:ENVO_01000711	coastal flood	wd:Q23384|wd:Q8068	tide|flood	high		storm surge		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000715	meteotsunami	wd:Q1479008	meteotsunami	obo:ENVO_01000689	tsunami	wd:Q165848	wind wave	high		meteotsunami		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000722	meltwater	wd:Q360925	Meltwater	obo:ENVO_00002006	liquid water	wd:Q752112	surface water	high		meltwater		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000734	laccolith	wd:Q522464	laccolith	obo:ENVO_01000525	rock intrusion	wd:Q3236743|wd:Q61041319	dome|intrusion	high		laccolith		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000735	lopolith	wd:Q1869822	lopolith	obo:ENVO_01000525	rock intrusion	wd:Q61041319	intrusion	high		lopolith		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000736	phacolith	wd:Q1964913	phacolith	obo:ENVO_01000525	rock intrusion	wd:Q61041319	intrusion	high		phacolith		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000739	habitat	wd:Q52105	habitat	obo:ENVO_01001110|obo:ENVO_01000817	ecosystem|biosphere	wd:Q1496967	territorial entity	high		habitat		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000747	regolith	wd:Q106551	regolith	obo:ENVO_01001275	solid layer	wd:Q8063	rock	high		regolith		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000748	continental crust	wd:Q858571	continental crust	obo:ENVO_01000639|obo:ENVO_01000638	planetary structural layer|planetary crust	wd:Q83296	lithosphere	high		continental crust		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000749	oceanic crust	wd:Q238851	oceanic crust	obo:ENVO_01000639|obo:ENVO_01000638	planetary structural layer|planetary crust	wd:Q271669	landform	high		oceanic crust		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000760	cloud	wd:Q8074	cloud	obo:ENVO_01001008	meteor	wd:Q1322005	natural phenomenon	high		cloud		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000761	polar stratospheric cloud	wd:Q216417	Polar stratospheric cloud	obo:ENVO_01001428	water-based cloud	wd:Q8074	cloud	high		polar stratospheric cloud		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000763	rural settlement	wd:Q14788575	rural settlement	obo:ENVO_01000762|obo:ENVO_01001200|obo:ENVO_01000772	sparsely populated settlement|anthropised terrestrial environmental zone|rural area	wd:Q486972	human settlement	high		rural settlement		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000770	carbon dioxide emission	wd:Q3588927	carbon dioxide emission	obo:ENVO_01000451	atmospheric carbon dioxide	wd:Q989364	environmental emission	high		carbon dioxide emission		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000772	rural area	wd:Q175185	rural area	obo:ENVO_01001200	anthropised terrestrial environmental zone	wd:Q2221906|wd:Q82794	geographic location|geographic region	high		rural area		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000774	oligotrophic lake	wd:Q35804094	oligotrophic lake	obo:ENVO_00000020	lake	wd:Q23397	lake	high		oligotrophic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000775	mesotrophic lake	wd:Q3293106	mesotrophic lake	obo:ENVO_00000020	lake	wd:Q23397	lake	high		mesotrophic lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000781	public building	wd:Q294422	public building	obo:ENVO_00000073|obo:ENVO_01000779	building|public infrastructure	wd:Q41176|wd:Q811979	building|architectural structure	high		public building		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000787	wildfire	wd:Q169950	wildfire	obo:ENVO_01000788	conflagration	wd:Q168983	conflagration	high		wildfire		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000788	conflagration	wd:Q168983	conflagration	obo:ENVO_01000786	fire	wd:Q3196|wd:Q3839081	fire|disaster	high		conflagration		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000798	plasma	wd:Q10251	plasma	obo:ENVO_00010483	environmental material	wd:Q102205	fluid	high		plasma		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000799	astronomical body	wd:Q6999	astronomical body	obo:ENVO_01000804	astronomical object	wd:Q17334923|wd:Q223557|wd:Q4235019	location|physical object|space object	high		astronomical body		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000800	planet	wd:Q634	planet	obo:ENVO_01000799	astronomical body	wd:Q16873378|wd:Q400144	planetary body|planemo	high		planet		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000806	nebula	wd:Q42372	nebula	obo:ENVO_01000804	astronomical object	wd:Q1054444	interstellar cloud	high		nebula		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000807	galaxy	wd:Q318	galaxy	obo:ENVO_01000804	astronomical object	wd:Q6999	astronomical body	high		galaxy		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000808	dwarf planet	wd:Q2199	dwarf planet	obo:ENVO_01000809	minor planet	wd:Q1022867|wd:Q400144	minor planet|planemo	high		dwarf planet		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000809	minor planet	wd:Q1022867	minor planet	obo:ENVO_01000799	astronomical body	wd:Q3132741	substellar object	high		minor planet		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000812	desert pavement	wd:Q5477455	Desert pavement	obo:ENVO_01001311|obo:ENVO_01001357	solid surface layer|desert	wd:Q4687862	aeolian landform	high		desert pavement		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000825	eaves	wd:Q163972	eaves	obo:ENVO_01000420	building part	wd:Q1497384|wd:Q391414	part of building|architectural element	high		eaves		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000838	smoke	wd:Q130768	smoke	obo:ENVO_00010505	aerosol	wd:Q104541|wd:Q1779287	aerosol|lithometeor	high		smoke		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000840	thermolysis	wd:Q2611095	thermal decomposition	obo:ENVO_03000043	material transformation process	wd:Q36534	chemical reaction	high		thermal decomposition		[info(exact,label,downcase)]	[info(exact,label,downcase)]								
obo:ENVO_01000841	pyrolysis	wd:Q176848	pyrolysis	obo:ENVO_01000840	thermolysis	wd:Q18511800|wd:Q36534	split|chemical reaction	high		pyrolysis		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000842	smog	wd:Q169994	smog	obo:ENVO_01000844	fog	wd:Q131123	air pollution	high		smog		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000845	crystal	wd:Q43533	crystal	obo:ENVO_01000814	solid environmental material	wd:Q11438|wd:Q79529|wd:Q908049	solid|chemical substance|bound state	high		crystal		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000847	hair ice	wd:Q20725213	Hair ice	obo:ENVO_01000277|obo:ENVO_01000197	water ice|broadleaf forest biome	wd:Q23392	ice	high		hair ice		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000851	methane clathrate	wd:Q389036	methane clathrate	obo:ENVO_01000850	clathrate material	wd:Q40858	natural gas	high		methane clathrate		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000853	marl	wd:Q184053	marl	obo:ENVO_00010483	environmental material	wd:Q28877|wd:Q660019	goods|pelite	high		marl		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000866	photovoltaic system	wd:Q1897785	photovoltaic system	obo:ENVO_01000865	electric power system	wd:Q557685	system	high		photovoltaic system		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000873	ballast tank	wd:Q1242130	ballast tank	obo:ENVO_00003074	manufactured product	wd:Q17007432	compartment	high		ballast tank		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000876	storm	wd:Q81054	storm	obo:ENVO_02500000	environmental system process	wd:Q8065|wd:Q8094	natural disaster|wind	high		storm		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000878	thunderstorm	wd:Q2857578	thunderstorm	obo:ENVO_01001294	convective storm	wd:Q11663|wd:Q16332653|wd:Q25257|wd:Q81054	weather|meteorological phenomenon|precipitation|storm	high		thunderstorm		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000880	hailstorm	wd:Q61071643	hailstorm	obo:ENVO_01000882|obo:ENVO_02500031	icestorm|hydrological process	wd:Q6823473|wd:Q81054	meteorological disaster|storm	high		hailstorm		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000898	atmospheric lightning	wd:Q33741	lightning	obo:ENVO_01000897|obo:ENVO_02500003	electrostatic discharge process|atmospheric process			high		lightning		[info(exact,label,downcase)]	[info(exact,label,downcase)]								
obo:ENVO_01000901	lightning strike	wd:Q15120872	lightning strike	obo:ENVO_01000898	atmospheric lightning	wd:Q33741	lightning	high		lightning strike		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000902	lightning flash	wd:Q59151048	lightning flash	obo:ENVO_01000898	atmospheric lightning	wd:Q488071	electric discharge	high		lightning flash		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000903	blizzard	wd:Q205418	blizzard	obo:ENVO_01000881	snowstorm	wd:Q1136525|wd:Q6823473	winter storm|meteorological disaster	high		blizzard		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000904	ground blizzard	wd:Q9299029	ground blizzard	obo:ENVO_01000877	atmospheric storm	wd:Q7561	snow	high		ground blizzard		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000911	automated teller machine	wd:Q81235	automated teller machine	obo:ENVO_00003074	manufactured product	wd:Q2267569|wd:Q4826443	self-service machine|Automated cash handling	high		automated teller machine		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000923	petting zoo	wd:Q459886	petting zoo	obo:ENVO_00010625	zoological garden	wd:Q489357	farmhouse	high		petting zoo		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000925	abattoir	wd:Q385557	slaughterhouse	obo:ENVO_00003861	industrial building	wd:Q10480682|wd:Q13226383	agricultural building|facility	high		slaughterhouse		[info(exact,label,downcase)]	[info(exact,label,downcase)]								
obo:ENVO_01000926	knackery	wd:Q47006425	knackery	obo:ENVO_00003861	industrial building	wd:Q3947	house	high		knackery		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000932	nursing home	wd:Q837142	nursing home	obo:ENVO_01000781	public building	wd:Q16917|wd:Q17078133|wd:Q22908	hospital|residential care|retirement home	high		nursing home		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000933	residential building	wd:Q11755880	residential building	obo:ENVO_01000418	human house	wd:Q41176|wd:Q699405	building|residence	high		residential building		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000934	restaurant	wd:Q11707	restaurant	obo:ENVO_01001222	commercial building	wd:Q27038993|wd:Q62602544|wd:Q655686	food establishment|eating establishment|commercial building	high		restaurant		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000938	hot tub	wd:Q1936429	hot tub	obo:ENVO_00003074	manufactured product	wd:Q152095	bathtub	high		hot tub		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000947	ecotone	wd:Q55613	Ecotone	obo:ENVO_01001110	ecosystem	wd:Q1496967	territorial entity	high		ecotone		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000951	natural environment	wd:Q43619	natural environment	obo:ENVO_01000254	environmental system	wd:Q20719696|wd:Q2249676	physico-geographical object|environment	high		natural environment		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000958	terrestrial planet	wd:Q128207	terrestrial planet	obo:ENVO_01000800	planet	wd:Q634	planet	high		terrestrial planet		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000965	constructed swimming pool	wd:Q1501	swimming pool	obo:ENVO_00000070	construction			high		swimming pool		[info(exact,label,downcase)]	[info(exact,label,downcase)]								
obo:ENVO_01000967	public swimming pool	wd:Q27106886	public swimming pool	obo:ENVO_01000965	constructed swimming pool	wd:Q1501	swimming pool	high		public swimming pool		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000969	cafeteria	wd:Q8463304	cafeteria	obo:ENVO_01000934	restaurant	wd:Q11707	restaurant	high		cafeteria		[info(label,label,downcase)]	[info(label,label,downcase)]								
obo:ENVO_01000970	delicatessen	wd:Q3231410	delicatessen	obo:ENVO_01000984	grocery store	wd:Q11707|wd:Q213441	restaurant|shop	high		delicatessen		[info(label,label,downcase)]	[info(label,label,downcase)]								
